chr	start	end	frame	filler	frame	chr	exon_1_start	exon_1_end	exon_2_start	exon_2_end	gene	transcript	exon_strand	exon_frame	intron_start	intron_end	intron_length	merged_txs
NC_071985.2	82280263	82283776	2	1	+	NC_071985.2	82282324	82282650	82283539	82283776	LOC134760803	XM_063720705.1	+	2	82282650	82283539	889	1
NC_071985.2	83313645	83315193	-3	1	-	NC_071985.2	83314312	83315114	83313646	83314257	POGK	NM_001134124.1	-	3	83314257	83314312	55	1
NC_071985.2	89188828	89189260	-2	1	-	NC_071985.2	89189126	89189229	89188856	89188942	USP21	XM_009241947.4	-	2	89188942	89189126	184	3
NC_071985.2	89300723	89301068	3	1	+	NC_071985.2	89300768	89300871	89300947	89301024	ARHGAP30	XM_002809903.5	+	3	89300871	89300947	76	1
NC_071985.2	89635645	89636338	-2	1	-	NC_071985.2	89636029	89636301	89635699	89635818	SLAMF7	XM_002809911.5	-	2	89635818	89636029	211	2
NC_071985.2	90254406	90255021	-3	1	-	NC_071985.2	90254727	90254925	90254488	90254597	ATP1A2	NM_001131832.1	-	3	90254597	90254727	130	1
NC_071985.2	91778503	91779499	2	1	+	NC_071985.2	91778507	91778554	91778612	91779499	LOC100433082	XM_002809968.4	+	2	91778554	91778612	58	1
NC_071985.2	93488081	93488750	3	1	+	NC_071985.2	93488367	93488424	93488512	93488749	ETV3L	XM_054550900.2	+	3	93488424	93488512	88	1
NC_071985.2	93662451	93662964	-3	1	-	NC_071985.2	93662619	93662747	93662453	93662528	LRRC71	XM_002810001.5	-	3	93662528	93662619	91	12
NC_071985.2	93744829	93745330	2	1	+	NC_071985.2	93744930	93745059	93745195	93745329	INSRR	XM_002810003.3	+	2	93745059	93745195	136	1
NC_071985.2	93965701	93966733	-2	1	-	NC_071985.2	93966301	93966483	93965702	93965982	HAPLN2	XM_054551149.1	-	2	93965982	93966301	319	1
NC_071985.2	93966736	93967594	-2	1	-	NC_071985.2	93967501	93967585	93966925	93967278	HAPLN2	XM_054551149.1	-	2	93967278	93967501	223	1
NC_071985.2	94027240	94027561	2	1	+	NC_071985.2	94027282	94027349	94027440	94027553	IQGAP3	XM_024232275.3	+	2	94027349	94027440	91	5
NC_071985.2	94040046	94040553	1	1	+	NC_071985.2	94040117	94040284	94040378	94040517	IQGAP3	XM_024232275.3	+	1	94040284	94040378	94	3
NC_071985.2	94040046	94040553	1	1	+	NC_071985.2	94040117	94040284	94040381	94040517	IQGAP3	XM_024232280.3	+	1	94040284	94040381	97	2
NC_071985.2	94212638	94213079	-1	1	-	NC_071985.2	94212894	94213044	94212665	94212776	RHBG	XM_003775545.4	-	1	94212776	94212894	118	1
NC_071985.2	94342955	94343453	3	1	+	NC_071985.2	94342984	94343111	94343247	94343452	PAQR6	XM_054551277.2	+	3	94343111	94343247	136	3
NC_071985.2	94976242	94976632	-2	1	-	NC_071985.2	94976465	94976607	94976265	94976374	MSTO1	XM_024242912.3	-	2	94976374	94976465	91	2
NC_071985.2	95293704	95294250	1	1	+	NC_071985.2	95293772	95293863	95293960	95294091	PKLR	XM_024247188.2	+	1	95293863	95293960	97	2
NC_071985.2	95340570	95341200	1	1	+	NC_071985.2	95340716	95340784	95340884	95341137	ENTREP3	XM_003775554.5	+	1	95340784	95340884	100	4
NC_071985.2	95356217	95357003	-1	1	-	NC_071985.2	95356593	95356682	95356245	95356427	LOC112133422	XM_063723842.1	-	1	95356427	95356593	166	1
NC_071985.2	95377249	95378038	-2	1	-	NC_071985.2	95377625	95377717	95377277	95377459	LOC100445138	XM_002810067.5	-	2	95377459	95377625	166	1
NC_071985.2	95526013	95526817	-2	1	-	NC_071985.2	95526695	95526764	95526038	95526109	ADAM15	XM_024236042.3	-	2	95526109	95526695	586	5
NC_071985.2	95526013	95526817	-2	1	-	NC_071985.2	95526695	95526764	95526038	95526112	ADAM15	XM_054552128.2	-	2	95526112	95526695	583	6
NC_071985.2	95526013	95526817	-2	1	-	NC_071985.2	95526695	95526764	95526014	95526112	ADAM15	XM_054552193.2	-	2	95526112	95526695	583	1
NC_071985.2	95534758	95534992	-2	1	-	NC_071985.2	95534963	95534991	95534760	95534851	ADAM15	XM_024236062.3	-	2	95534851	95534963	112	1
NC_071985.2	95541261	95541684	-3	1	-	NC_071985.2	95541535	95541634	95541307	95541402	DCST1	XM_024236072.3	-	3	95541402	95541535	133	3
NC_071985.2	95619301	95620063	2	1	+	NC_071985.2	95619394	95619592	95619680	95619749	SHC1	NM_001132781.1	+	2	95619592	95619680	88	25
NC_071985.2	95619301	95620063	2	1	+	NC_071985.2	95619680	95619749	95619834	95619965	SHC1	NM_001132781.1	+	2	95619749	95619834	85	16
NC_071985.2	95619301	95620063	2	1	+	NC_071985.2	95619680	95619749	95619831	95619965	SHC1	XM_024235206.3	+	2	95619749	95619831	82	9
NC_071985.2	95637507	95638170	1	1	+	NC_071985.2	95637707	95637777	95637871	95638002	PBXIP1	XM_009243554.4	+	1	95637777	95637871	94	3
NC_071985.2	96624698	96625076	3	1	+	NC_071985.2	96624823	96624902	96625026	96625075	CRTC2	XM_054552928.2	+	3	96624902	96625026	124	2
NC_071985.2	96624698	96625076	3	1	+	NC_071985.2	96624838	96624902	96625026	96625075	CRTC2	XM_054552936.2	+	3	96624902	96625026	124	1
NC_071985.2	96646344	96646710	1	1	+	NC_071985.2	96646372	96646413	96646579	96646710	DENND4B	XM_054552903.1	+	1	96646413	96646579	166	1
NC_071985.2	97694844	97697082	-3	1	-	NC_071985.2	97696303	97696929	97695718	97696092	IVL	XM_009244076.3	-	3	97696092	97696303	211	1
NC_071985.2	97694844	97697082	-3	1	-	NC_071985.2	97695718	97696092	97694845	97695567	IVL	XM_009244076.3	-	3	97695567	97695718	151	1
NC_071985.2	97851961	97853848	-2	1	-	NC_071985.2	97853453	97853737	97851962	97853413	KPRP	XM_002810191.2	-	2	97853413	97853453	40	1
NC_071985.2	98501564	98506592	3	1	+	NC_071985.2	98501565	98503135	98503193	98506592	TCHH	XM_024239276.3	+	3	98503135	98503193	58	1
NC_071985.2	98956333	98957005	2	1	+	NC_071985.2	98956413	98956550	98956809	98956952	CELF3	XM_024250050.3	+	2	98956550	98956809	259	13
NC_071985.2	98956333	98957005	2	1	+	NC_071985.2	98956416	98956550	98956809	98956952	CELF3	XM_024250060.3	+	2	98956550	98956809	259	4
NC_071985.2	99122962	99123262	-2	1	-	NC_071985.2	99123179	99123262	99122964	99123082	CGN	XM_009244373.3	-	2	99123082	99123179	97	2
NC_071985.2	99225528	99226197	1	1	+	NC_071985.2	99225596	99225886	99225968	99226186	POGZ	XM_009244413.4	+	1	99225886	99225968	82	8
NC_071985.2	99225528	99226197	1	1	+	NC_071985.2	99225596	99225886	99225995	99226186	POGZ	XM_024236558.2	+	1	99225886	99225995	109	2
NC_071988.2	1004332	1005043	2	1	+	NC_071988.2	1004726	1004851	1004930	1005006	IDUA	XM_024245714.3	+	2	1004851	1004930	79	4
NC_071988.2	1005372	1005771	1	1	+	NC_071988.2	1005393	1005493	1005641	1005771	IDUA	XM_024245714.3	+	1	1005493	1005641	148	5
NC_071988.2	1170128	1170872	-3	1	-	NC_071988.2	1170615	1170838	1170351	1170542	SPON2	NM_001131171.1	-	3	1170542	1170615	73	1
NC_071988.2	119955163	119955646	-1	1	-	NC_071988.2	119955443	119955490	119955200	119955316	TSPAN5	XM_002814986.6	-	1	119955316	119955443	127	6
NC_071988.2	124739321	124740041	-3	1	-	NC_071988.2	124739727	124740041	124739331	124739603	CENPE	XM_024245777.3	-	3	124739603	124739727	124	16
NC_071988.2	134215472	134215805	3	1	+	NC_071988.2	134215497	134215665	134215749	134215782	LOC100462083	XM_063723582.1	+	3	134215665	134215749	84	1
NC_071988.2	166944848	166945280	-3	1	-	NC_071988.2	166945139	166945242	166944850	166945036	OTUD4	XM_009240347.4	-	3	166945036	166945139	103	7
NC_071988.2	174522692	174523244	-3	1	-	NC_071988.2	174522941	174523201	174522812	174522850	TMEM154	XM_002815217.5	-	3	174522850	174522941	91	1
NC_071988.2	174998439	175001199	1	1	+	NC_071988.2	174998446	174998506	175000928	175001047	LOC129059208	XM_054554868.1	+	1	174998506	175000928	2422	1
NC_071988.2	176513140	176514718	-1	1	-	NC_071988.2	176514302	176514718	176513182	176514145	FGA	XM_009240393.3	-	1	176514145	176514302	157	1
NC_071988.2	1829502	1830294	1	1	+	NC_071988.2	1829744	1829913	1829989	1830112	FGFR3	XM_024246362.3	+	1	1829913	1829989	76	4
NC_071988.2	1829502	1830294	1	1	+	NC_071988.2	1829741	1829913	1829989	1830112	FGFR3	XM_054554896.2	+	1	1829913	1829989	76	3
NC_071988.2	1834336	1835053	2	1	+	NC_071988.2	1834625	1834695	1834915	1835052	FGFR3	XM_024246362.3	+	2	1834695	1834915	220	7
NC_071988.2	190313234	190313522	3	1	+	NC_071988.2	190313271	190313324	190313421	190313514	ANXA10	XM_002815276.3	+	3	190313324	190313421	97	1
NC_071988.2	2494316	2494943	3	1	+	NC_071988.2	2494463	2494625	2494830	2494943	CFAP99	XM_024246560.3	+	3	2494625	2494830	205	1
NC_071988.2	2863886	2864477	3	1	+	NC_071988.2	2864003	2864058	2864395	2864476	SH3BP2	XM_024246244.3	+	3	2864058	2864395	337	1
NC_071988.2	2963829	2964264	-2	1	-	NC_071988.2	2964090	2964198	2963870	2963981	MFSD10	XM_024246330.3	-	2	2963981	2964090	109	13
NC_071988.2	38809885	38810404	-1	1	-	NC_071988.2	38810281	38810326	38810081	38810196	RPL9	NM_001132412.1	-	1	38810196	38810281	85	2
NC_071988.2	40615100	40615787	3	1	+	NC_071988.2	40615470	40615502	40615608	40615619	UCHL1	XM_002814697.5	+	3	40615502	40615608	106	1
NC_071988.2	670322	671174	-3	1	-	NC_071988.2	670733	670946	670461	670537	SLC49A3	XM_054553645.2	-	3	670537	670733	196	1
NC_071988.2	7865428	7865860	2	1	+	NC_071988.2	7865504	7865548	7865717	7865845	CYTL1	XM_002814573.5	+	2	7865548	7865717	169	1
NC_071988.2	834921	835410	-2	1	-	NC_071988.2	835138	835314	834922	835020	GAK	NM_001131628.1	-	2	835020	835138	118	12
NC_071988.2	8627825	8628140	3	1	+	NC_071988.2	8627826	8627933	8628045	8628128	LYAR	XM_024246304.3	+	3	8627933	8628045	112	4
NC_071988.2	9091049	9091886	-3	1	-	NC_071988.2	9091808	9091823	9091266	9091387	WDR1	NM_001132899.1	-	3	9091387	9091808	421	3
NC_071988.2	91536963	91537620	1	1	+	NC_071988.2	91537195	91537301	91537380	91537620	SMR3A	XM_024246282.2	+	1	91537301	91537380	79	1
NC_071988.2	962339	963062	-3	1	-	NC_071988.2	962766	962918	962340	962438	DGKQ	XM_024245711.3	-	3	962438	962766	328	1
NC_071989.2	103521290	103522004	3	1	+	NC_071989.2	103521519	103521520	103521695	103521920	RHOBTB3	XM_024246860.3	+	3	103521520	103521695	175	3
NC_071989.2	1284731	1285136	-1	1	-	NC_071989.2	1285029	1285084	1284900	1284944	CLPTM1L	NM_001132910.2	-	1	1284944	1285029	85	3
NC_071989.2	1305466	1306027	-2	1	-	NC_071989.2	1305821	1305982	1305492	1305592	CLPTM1L	NM_001132910.2	-	2	1305592	1305821	229	2
NC_071989.2	136556	137189	3	1	+	NC_071989.2	136618	136827	136951	137074	PLEKHG4B	XM_054555305.2	+	3	136827	136951	124	1
NC_071989.2	140307753	140308209	-3	1	-	NC_071989.2	140308092	140308197	140307848	140307941	MEIKIN	XM_024247389.3	-	3	140307941	140308092	151	2
NC_071989.2	140646207	140646861	1	1	+	NC_071989.2	140646255	140646418	140646743	140646860	PDLIM4	XM_002815857.6	+	1	140646418	140646743	325	2
NC_071989.2	140861771	140862443	-1	1	-	NC_071989.2	140862194	140862323	140861873	140861995	IRF1	XM_002815864.6	-	1	140861995	140862194	199	2
NC_071989.2	142467066	142467954	1	1	+	NC_071989.2	142467271	142467534	142467700	142467766	TCF7	XM_024247034.3	+	1	142467534	142467700	166	11
NC_071989.2	147819857	147820439	-1	1	-	NC_071989.2	147820352	147820400	147820037	147820213	ECSCR	XM_024247534.3	-	1	147820213	147820352	139	5
NC_071989.2	148716255	148716954	-3	1	-	NC_071989.2	148716720	148716765	148716348	148716521	HBEGF	XM_002815961.6	-	3	148716521	148716720	199	1
NC_071989.2	149888023	149888509	-2	1	-	NC_071989.2	149888291	149888454	149888032	149888167	LOC134761469	XM_063724507.1	-	2	149888167	149888291	124	2
NC_071989.2	150034120	150034756	-2	1	-	NC_071989.2	150034420	150034619	150034223	150034308	ARAP3	XM_024247675.3	-	2	150034308	150034420	112	6
NC_071989.2	155525066	155525516	-1	1	-	NC_071989.2	155525489	155525498	155525291	155525368	PPP2R2B	XM_063723933.1	-	1	155525368	155525489	121	2
NC_071989.2	156703407	156704856	1	1	+	NC_071989.2	156703502	156704093	156704157	156704598	MARCOL	XM_063724589.1	+	1	156704093	156704157	64	1
NC_071989.2	158705158	158705587	-2	1	-	NC_071989.2	158705434	158705549	158705160	158705280	CSF1R	XM_024247417.3	-	2	158705280	158705434	154	1
NC_071989.2	158767097	158767634	-1	1	-	NC_071989.2	158767488	158767615	158767193	158767367	PDGFRB	XM_002816074.5	-	1	158767367	158767488	121	4
NC_071989.2	158885857	158886421	-2	1	-	NC_071989.2	158886139	158886222	158885909	158886003	CAMK2A	NM_001131841.1	-	2	158886003	158886139	136	5
NC_071989.2	159017356	159018055	2	1	+	NC_071989.2	159017498	159017677	159017801	159018001	TCOF1	XM_002816084.5	+	2	159017677	159017801	124	11
NC_071989.2	159340524	159340998	-3	1	-	NC_071989.2	159340869	159340957	159340545	159340676	RBM22	NM_001132152.1	-	3	159340676	159340869	193	1
NC_071989.2	163493731	163494295	2	1	+	NC_071989.2	163493741	163493864	163493991	163494196	LARP1	XM_024247731.3	+	2	163493864	163493991	127	7
NC_071989.2	163630282	163630558	2	1	+	NC_071989.2	163630403	163630430	163630509	163630557	MRPL22	NM_001132873.1	+	2	163630430	163630509	79	2
NC_071989.2	166182423	166182876	-3	1	-	NC_071989.2	166182775	166182852	166182555	166182663	ADAM19	XM_002816129.6	-	3	166182663	166182775	112	3
NC_071989.2	169061113	169061512	-2	1	-	NC_071989.2	169061450	169061506	169061122	169061335	CCNJL	XM_054556170.2	-	2	169061335	169061450	115	1
NC_071989.2	169505	170072	3	1	+	NC_071989.2	169578	169667	169749	169979	PLEKHG4B	XM_054555305.2	+	3	169667	169749	82	1
NC_071989.2	179700368	179702252	3	1	+	NC_071989.2	179700434	179700887	179701623	179701978	LOC129059677	XM_063724591.1	+	3	179700887	179701623	736	1
NC_071989.2	185306487	185307135	1	1	+	NC_071989.2	185306535	185306697	185306989	185307120	DDX41	XM_024247010.3	+	1	185306697	185306989	292	1
NC_071989.2	185336128	185336743	2	1	+	NC_071989.2	185336159	185336279	185336367	185336482	PDLIM7	XM_002816282.5	+	2	185336279	185336367	88	18
NC_071989.2	185363462	185364536	-1	1	-	NC_071989.2	185364086	185364512	185363463	185363857	PRR7	XM_002816277.5	-	1	185363857	185364086	229	6
NC_071989.2	185434410	185434992	-3	1	-	NC_071989.2	185434710	185434859	185434497	185434625	SLC34A1	XM_002816281.4	-	3	185434625	185434710	85	2
NC_071989.2	185449118	185449607	-1	1	-	NC_071989.2	185449485	185449531	185449292	185449406	RGS14	XM_024247663.3	-	1	185449406	185449485	79	2
NC_071989.2	185452935	185453649	-3	1	-	NC_071989.2	185453368	185453511	185453100	185453211	RGS14	XM_024247663.3	-	3	185453211	185453368	157	2
NC_071989.2	185453704	185454511	-2	1	-	NC_071989.2	185454125	185454217	185453891	185454034	RGS14	XM_024247663.3	-	2	185454034	185454125	91	1
NC_071989.2	185453704	185454511	-2	1	-	NC_071989.2	185454125	185454511	185453891	185454034	RGS14	XM_054556288.1	-	2	185454034	185454125	91	1
NC_071989.2	185514718	185515108	-2	1	-	NC_071989.2	185514995	185515108	185514808	185514886	PRELID1	XM_002816268.5	-	2	185514886	185514995	109	1
NC_071989.2	185518145	185518640	3	1	+	NC_071989.2	185518146	185518224	185518330	185518397	RAB24	XM_009241318.3	+	3	185518224	185518330	106	3
NC_071989.2	185734745	185735477	-1	1	-	NC_071989.2	185735106	185735296	185734841	185734979	FGFR4	XM_024247553.3	-	1	185734979	185735106	127	3
NC_071989.2	185943953	185944814	3	1	+	NC_071989.2	185944268	185944423	185944580	185944813	HK3	XM_002816254.4	+	3	185944423	185944580	157	2
NC_071989.2	185946836	185947859	-1	1	-	NC_071989.2	185947692	185947841	185947446	185947610	UNC5A	XM_024247168.3	-	1	185947610	185947692	82	1
NC_071989.2	185948337	185949312	-3	1	-	NC_071989.2	185948804	185948891	185948380	185948548	UNC5A	XM_024247168.3	-	3	185948548	185948804	256	1
NC_071989.2	186171129	186171573	-3	1	-	NC_071989.2	186171466	186171516	186171232	186171378	TSPAN17	XM_024247508.3	-	3	186171378	186171466	88	2
NC_071989.2	186239487	186240393	-3	1	-	NC_071989.2	186240285	186240354	186239529	186240134	CDHR2	XM_054556325.2	-	3	186240134	186240285	151	2
NC_071989.2	186293907	186294474	1	1	+	NC_071989.2	186293956	186294117	186294349	186294473	RNF44	XM_024246919.3	+	1	186294117	186294349	232	8
NC_071989.2	186434917	186435361	2	1	+	NC_071989.2	186434918	186435035	186435249	186435360	CLTB	XM_002816243.6	+	2	186435035	186435249	214	2
NC_071989.2	186907101	186907734	1	1	+	NC_071989.2	186907187	186907332	186907456	186907596	RMND5B	XM_024247177.3	+	1	186907332	186907456	124	3
NC_071989.2	186907101	186907734	1	1	+	NC_071989.2	186907228	186907332	186907456	186907596	RMND5B	XM_054556334.2	+	1	186907332	186907456	124	1
NC_071989.2	186912106	186912478	2	1	+	NC_071989.2	186912127	186912229	186912323	186912477	RMND5B	XM_024247177.3	+	2	186912229	186912323	94	4
NC_071989.2	187011284	187011806	-1	1	-	NC_071989.2	187011741	187011794	187011441	187011527	COL23A1	XM_024247215.3	-	1	187011527	187011741	214	1
NC_071989.2	187015229	187015652	-1	1	-	NC_071989.2	187015563	187015616	187015251	187015277	COL23A1	XM_024247215.3	-	1	187015277	187015563	286	1
NC_071989.2	188276997	188278500	-3	1	-	NC_071989.2	188278027	188278230	188277415	188277924	LOC134761506	XM_063724594.1	-	3	188277924	188278027	103	1
NC_071989.2	188276997	188278500	-3	1	-	NC_071989.2	188277415	188277924	188276998	188277363	LOC134761506	XM_063724594.1	-	3	188277363	188277415	52	1
NC_071989.2	188564279	188564831	-1	1	-	NC_071989.2	188564736	188564811	188564501	188564615	MGAT4B	XM_024246932.3	-	1	188564615	188564736	121	5
NC_071989.2	188628677	188629298	-1	1	-	NC_071989.2	188629049	188629120	188628716	188628766	TBC1D9B	XM_003776729.5	-	1	188628766	188629049	283	3
NC_071989.2	189331818	189332634	-3	1	-	NC_071989.2	189332185	189332423	189331819	189331839	SCGB3A1	XM_002816326.2	-	3	189331839	189332185	346	2
NC_071989.2	189371040	189371877	-3	1	-	NC_071989.2	189371445	189371613	189371042	189371159	FLT4	XM_024247110.3	-	3	189371159	189371445	286	4
NC_071989.2	189372102	189372744	-3	1	-	NC_071989.2	189372412	189372524	189372129	189372291	FLT4	XM_024247110.3	-	3	189372291	189372412	121	4
NC_071989.2	189800137	189800542	2	1	+	NC_071989.2	189800169	189800297	189800475	189800507	BTNL9	XM_024247231.2	+	2	189800297	189800475	178	1
NC_071989.2	189934694	189935594	3	1	+	NC_071989.2	189934718	189934825	189934891	189935504	LOC112128520	XM_063724595.1	+	3	189934825	189934891	66	1
NC_071989.2	2735544	2736753	-3	1	-	NC_071989.2	2735735	2736576	2735545	2735590	LOC129059320	XM_054555378.2	-	3	2735590	2735735	145	1
NC_071989.2	7913980	7914427	2	1	+	NC_071989.2	7914043	7914135	7914244	7914426	MTRR	NM_001133791.1	+	2	7914135	7914244	109	5
NC_071989.2	83140766	83141447	3	1	+	NC_071989.2	83140929	83141027	83141133	83141237	ANKDD1B	XM_054555639.2	+	3	83141027	83141133	106	1
NC_071989.2	972545	973550	3	1	+	NC_071989.2	972546	972669	973060	973139	NKD2	XM_002815382.5	+	3	972669	973060	391	3
NC_071990.2	106907489	106909970	-2	1	-	NC_071990.2	106909030	106909280	106908188	106908474	LOC129059826	XM_054557103.1	-	2	106908474	106909030	556	1
NC_071990.2	110535996	110536470	1	1	+	NC_071990.2	110536057	110536139	110536266	110536398	SMPD2	XM_024249045.3	+	1	110536139	110536266	127	1
NC_071990.2	110547260	110547857	-2	1	-	NC_071990.2	110547594	110547851	110547293	110547500	MICAL1	XM_024248274.3	-	2	110547500	110547594	94	6
NC_071990.2	133467119	133467722	-2	1	-	NC_071990.2	133467480	133467545	133467143	133467365	CCN2	XM_002817364.4	-	2	133467365	133467480	115	1
NC_071990.2	134252296	134252770	-3	1	-	NC_071990.2	134252525	134252737	134252298	134252428	VNN3P	XM_002817374.4	-	3	134252428	134252525	97	1
NC_071990.2	137879651	137880299	-2	1	-	NC_071990.2	137879970	137880132	137879653	137879754	MAP7	NM_001133034.1	-	2	137879754	137879970	216	1
NC_071990.2	144610987	144612007	2	1	+	NC_071990.2	144611333	144611425	144611684	144611803	AIG1	XM_024248793.3	+	2	144611425	144611684	259	7
NC_071990.2	144610987	144612007	2	1	+	NC_071990.2	144611333	144611341	144611684	144611803	AIG1	XM_054558240.2	+	2	144611341	144611684	343	2
NC_071990.2	159774813	159775338	1	1	+	NC_071990.2	159774838	159774987	159775063	159775228	SYNJ2	XM_003776952.5	+	1	159774987	159775063	76	7
NC_071990.2	169145220	169146486	1	1	+	NC_071990.2	169145269	169145277	169145374	169146486	CCR6	XM_002817580.4	+	1	169145277	169145374	97	2
NC_071990.2	172278238	172279387	-3	1	-	NC_071990.2	172279145	172279198	172278569	172278865	DLL1	XM_002817605.6	-	3	172278865	172279145	280	1
NC_071990.2	25860743	25861532	3	1	+	NC_071990.2	25861167	25861299	25861384	25861531	SLC17A4	XM_024248403.3	+	3	25861299	25861384	85	1
NC_071990.2	29704200	29706282	-1	1	-	NC_071990.2	29705019	29706093	29704201	29704442	LOC112133793	XM_063725422.1	-	1	29704442	29705019	577	1
NC_071990.2	29704200	29706282	-1	1	-	NC_071990.2	29705019	29706093	29704726	29704913	LOC112133793	XM_063725423.1	-	1	29704913	29705019	106	1
NC_071990.2	29704200	29706282	-1	1	-	NC_071990.2	29705019	29706093	29704825	29704913	LOC112133793	XM_063725424.1	-	1	29704913	29705019	106	1
